"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"5247","XXX","GBA","2002","Action","Activision",0.08,0.03,0,0,0.11,50,13,500,4,"Digital Eclipse","E"
"5248","Truth or Lies","X360","2010","Misc","THQ",0.07,0.03,0,0.01,0.11,28,6,520,6,"THQ","T"
"5249","Worms Forts: Under Siege","PS2","2004","Strategy","Acclaim Entertainment",0.05,0.04,0,0.01,0.11,63,21,800,15,"Team 17","T"
"5250","Project: Snowblind","XB","2005","Action","Eidos Interactive",0.08,0.02,0,0,0.11,79,44,700,10,"Crystal Dynamics","T"
"5251","Astro Boy: The Video Game","PS2","2009","Action","D3Publisher",0.05,0.04,0,0.01,0.11,56,4,500,4,"High Voltage Software","E10+"
"5252","Gabrielle's Ghostly Groove 3D","3DS","2011","Adventure","Funbox Media",0.08,0.02,0,0.01,0.11,62,9,740,9,"Santa Entertainment","E"
"5253","Cake Mania","DS","2007","Puzzle","Majesco Entertainment",0.09,0.01,0,0.01,0.11,55,23,610,7,"Digital Embryo","E"
"5254","Disney's Extreme Skate Adventure","XB","2003","Sports","Activision",0.08,0.02,0,0,0.11,76,15,830,7,"Toys for Bob","E"
"5255","Odama","GC","2006","Misc","Nintendo",0.07,0.02,0.02,0,0.11,62,42,800,17,"Vivarium","E10+"
"5256","Karaoke Revolution Presents American Idol Encore","X360","2008","Misc","Konami Digital Entertainment",0.1,0,0,0.01,0.11,70,7,700,6,"Blitz Games","E"
"5257","Naval Ops: Warship Gunner","PS2","2003","Simulation","Tecmo Koei",0.05,0.04,0,0.01,0.11,67,17,890,23,"Micro Cabin","T"
"5258","Bionicle Heroes","GC","2006","Shooter","Eidos Interactive",0.08,0.02,0,0,0.11,51,4,520,5,"Traveller's Tales","E10+"
"5259","The King of Fighters 2000/2001","PS2","2003","Fighting","Ignition Entertainment",0.05,0.04,0,0.01,0.11,71,31,860,17,"SNK Playmore","T"
"5260","Valkyrie Drive: Bhikkhuni","PSV","2015","Action","PQube",0,0.03,0.07,0.01,0.11,72,7,850,11,"Marvelous Inc.","M"
"5261","Bodycount","PS3","2011","Shooter","Codemasters",0.05,0.05,0,0.02,0.11,50,40,350,28,"Guildford Studio","M"
"5262","Ninja Assault","PS2","2002","Shooter","Namco Bandai Games",0.05,0.04,0,0.01,0.11,60,17,530,4,"Namco","T"
"5263","Samurai Warriors 4","PSV","2014","Action","Tecmo Koei",0,0,0.11,0,0.11,76,5,860,18,"Omega Force","T"
"5264","Alias","PS2","2004","Action","Acclaim Entertainment",0.05,0.04,0,0.01,0.11,64,31,800,10,"Acclaim Studios Cheltenham","T"
"5265","Calling","Wii","2009","Adventure","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,49,28,670,16,"Hudson Entertainment","T"
"5266","Night at the Museum: Battle of the Smithsonian","X360","2009","Action","Majesco Entertainment",0.07,0.03,0,0.01,0.11,50,15,710,8,"Majesco Games, Majesco","E10+"
"5267","Spyborgs","Wii","2009","Action","Capcom",0.09,0.01,0,0.01,0.11,66,30,630,6,"Bionic Games","T"
"5268","NHL Rivals 2004","XB","2003","Sports","Microsoft Game Studios",0.08,0.02,0,0,0.11,65,39,880,20,"Microsoft Game Studios","E"
"5269","Bodycount","X360","2011","Shooter","Codemasters",0.07,0.03,0,0.01,0.11,53,61,470,73,"Guildford Studio","M"
"5270","Avatar: The Last Airbender","PSP","2006","Adventure","THQ",0.1,0,0,0.01,0.11,57,9,630,10,"TOSE","E10+"
"5271","Death Jr.: Root of Evil","Wii","2008","Platform","Eidos Interactive",0.1,0,0,0.01,0.11,71,14,810,14,"Backbone Entertainment","T"
"5272","Michael Phelps: Push the Limit","X360","2011","Sports","505 Games",0.09,0.01,0,0.01,0.11,48,10,350,6,"Blitz Games","E"
"5273","Lost in Blue","DS","2005","Adventure","Konami Digital Entertainment",0.07,0.02,0.02,0.01,0.11,69,33,780,21,"Konami Computer Entertainment Hawaii","E10+"
"5274","Batman: Return to Arkham","XOne","2016","Action","Warner Bros. Interactive Entertainment",0.05,0.05,0,0.01,0.11,77,6,820,43,"Rocksteady Studios, Virtuos","T"
"5275","Constantine","PS2","2005","Action","SCi",0.05,0.04,0,0.01,0.11,58,29,740,24,"Bits Studios","M"
"5276","Charlie and the Chocolate Factory","XB","2005","Adventure","Global Star",0.08,0.02,0,0,0.11,39,20,50,8,"High Voltage Software, Backbone Entertainment","E"
"5277","Dynasty Tactics 2","PS2","2003","Strategy","Tecmo Koei",0.05,0.04,0,0.01,0.11,78,18,910,13,"Koei","T"
"5278","Real World Golf","PS2","2005","Sports","Valcon Games",0.05,0.04,0,0.01,0.11,73,11,630,4,"Aqua Pacific, In2Games","E"
"5279","Ty the Tasmanian Tiger 2: Bush Rescue","XB","2004","Platform","Electronic Arts",0.08,0.02,0,0,0.11,69,29,880,4,"Krome Studios","E"
"5280","Blazblue: Continuum Shift Extend","PSV","2011","Fighting","PQube",0.03,0.05,0.02,0.02,0.11,83,28,750,97,"Arc System Works","T"
"5281","Mushroom Men: Rise of the Fungi","DS","2008","Action","SouthPeak Games",0.1,0,0,0.01,0.11,45,16,730,4,"Red Fly Studio","E"
"5282","The Polar Express","GC","2004","Adventure","THQ",0.08,0.02,0,0,0.11,40,7,470,9,"Blue Tongue Entertainment","E"
"5283","BMX XXX","XB","2002","Sports","Acclaim Entertainment",0.08,0.02,0,0,0.11,58,26,780,9,"Z-Axis, Ltd.","M"
"5284","Frogger: Helmet Chaos","PSP","2005","Platform","Konami Digital Entertainment",0.1,0,0,0.01,0.11,66,18,640,5,"Konami Computer Entertainment Hawaii","E"
"5285","Pimp My Ride","X360","2006","Racing","Activision",0.1,0,0,0.01,0.11,38,14,380,29,"Eutechnyx","T"
"5286","RIGS: Mechanized Combat League","PS4","2016","Action","Sony Computer Entertainment",0.03,0.05,0.01,0.02,0.11,79,42,790,76,"Guerilla Cambridge","T"
"5287","Hellboy: The Science of Evil","X360","2008","Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,44,31,570,9,"Krome Studios","T"
"5288","NBA Live 16","XOne","2015","Sports","Electronic Arts",0.09,0.01,0,0.01,0.11,60,17,560,62,"EA Sports","E"
"5289","Sonic Generations","PC","2011","Platform","Sega",0.02,0.07,0,0.02,0.11,77,11,830,337,"Sega","E"
"5290","Astro Boy: The Video Game","Wii","2009","Action","D3Publisher",0.1,0,0,0.01,0.11,48,17,350,4,"High Voltage Software","E10+"
"5291","[Prototype 2]","PC","2012","Action","Activision",0.07,0.03,0,0.01,0.11,76,12,640,389,"Radical Entertainment","M"
"5292","Cabela's North American Adventures","X360","2010","Sports","Activision",0.1,0,0,0.01,0.11,51,5,900,4,"FUN Labs","T"
"5293","Rengoku: The Tower of Purgatory","PSP","2005","Action","Konami Digital Entertainment",0.1,0,0,0.01,0.11,43,30,560,22,"Neverland","M"
"5294","Bust-A-Move DS","DS","2005","Puzzle","505 Games",0.08,0.02,0,0.01,0.11,75,14,700,6,"Happy Happening","E"
"5295","God Eater 2: Rage Burst","PS4","2015","Role-Playing","Namco Bandai Games",0,0.01,0.09,0,0.11,69,35,800,79,"Shift","T"
"5296","BlazBlue: Continuum Shift II","3DS","2011","Fighting","PQube",0.05,0.01,0.04,0.01,0.11,64,14,610,19,"Arc System Works","T"
"5297","Mega Man Zero 4","GBA","2005","Platform","Capcom",0.08,0.03,0,0,0.11,77,17,910,21,"Inti","E"
"5298","NASCAR '14","PS3","2014","Racing","Deep Silver",0.09,0,0,0.02,0.11,67,7,460,20,"Eutechnyx","E"
"5299","Where the Wild Things Are","PS3","2009","Platform","Warner Bros. Interactive Entertainment",0.09,0.01,0,0.01,0.11,53,8,480,4,"Griptonite Games","E10+"
"5300","DJ Max Fever","PSP","2009","Misc","PM Studios",0.09,0,0,0.01,0.11,77,5,650,13,"Pentavision Entertainment","T"
"5301","Shrek: Forever After","X360","2010","Platform","Activision",0.1,0,0,0.01,0.11,62,22,620,9,"Xpec","E10+"
"5302","Dawn of Discovery","DS","2009","Simulation","Ubisoft",0.07,0.03,0,0.01,0.11,82,11,730,7,"Keen Games","E"
"5303","Pro Evolution Soccer 2016","XOne","2015","Sports","Konami Digital Entertainment",0.04,0.06,0,0.01,0.11,85,14,620,144,"Konami","E"
"5304","Tiger Woods PGA Tour 06","GC","2005","Sports","Electronic Arts",0.08,0.02,0,0,0.11,82,19,480,4,"EA Sports","E"
"5305","ArmA III","PC","2013","Shooter","Bohemia Interactive",0,0.1,0,0.01,0.11,74,38,740,866,"Bohemia Interactive","M"
"5306","FIFA World Cup Germany 2006","PSP","2006","Sports","Electronic Arts",0.1,0,0,0.01,0.11,72,15,730,8,"EA Canada","E"
"5307","Reign of Fire","GC","2002","Shooter","BAM! Entertainment",0.08,0.02,0,0,0.11,54,9,590,7,"Kuju Entertainment","T"
"5308","MLB 14: The Show","PSV","2014","Sports","Sony Computer Entertainment America",0.08,0,0,0.03,0.11,68,6,700,25,"SCEA San Diego Studios","E"
"5309","Rogue Warrior","X360","2009","Shooter","Bethesda Softworks",0.09,0.01,0,0.01,0.11,28,33,280,64,"Rebellion","M"
"5310","Mace Griffin: Bounty Hunter","XB","2003","Shooter","Electronic Arts",0.08,0.02,0,0,0.11,64,27,820,11,"Warthog","M"
"5311","Martian Gothic: Unification","PS","2001","Adventure","Take-Two Interactive",0.06,0.04,0,0.01,0.11,64,4,610,16,"Coyote Developments","M"
"5312","Fight Club","XB","2004","Fighting","Vivendi Games",0.08,0.02,0,0,0.11,37,29,470,13,"Genuine Games","M"
"5313","Tom Clancy's Splinter Cell: Conviction","PC","2010","Action","Ubisoft",0,0.08,0,0.02,0.11,83,20,520,672,"Ubisoft Montreal","M"
"5314","FlatOut: Ultimate Carnage","X360","2007","Racing","Empire Interactive",0.07,0.02,0,0.01,0.11,80,44,880,66,"Bugbear","T"
"5315","Digimon Digital Card Battle","PS","1999","Strategy","Namco Bandai Games",0.06,0.04,0,0.01,0.11,51,5,900,44,"Bandai","T"
"5316","Dragon Ball Z: Battle of Z","PSV","2014","Fighting","Namco Bandai Games",0,0.04,0.06,0.01,0.11,66,7,750,54,"Artdink","T"
"5317","Aquapazza: Aquaplus Dream Match","PS3","2012","Fighting","Aqua Plus",0.05,0,0.05,0.01,0.11,75,13,780,20,"Examu","T"
"5318","Lucha Libre AAA: Heroes del Ring","PS3","2010","Fighting","Konami Digital Entertainment",0.1,0,0,0.01,0.11,54,6,710,10,"Immersion Software & Graphics","T"
"5319","Dead to Rights II","XB","2005","Shooter","Electronic Arts",0.08,0.02,0,0,0.11,54,35,740,5,"Namco","M"
"5320","Pac-Man and the Ghostly Adventures 2","X360","2014","Adventure","Namco Bandai Games",0.05,0.04,0,0.01,0.11,60,7,650,10,"Vicious Cycle","E10+"
"5321","Trauma Center: Under the Knife 2","DS","2008","Simulation","Atlus",0.1,0,0,0.01,0.11,79,29,850,11,"Vanguard","T"
"5322","SimCity 2000","GBA","2003","Simulation","Zoo Digital Publishing",0.08,0.03,0,0,0.11,62,9,780,11,"Full-Fat","E"
"5323","X-Men: The Official Game","DS","2006","Action","Activision",0.1,0,0,0.01,0.1,50,17,780,6,"Amaze Entertainment","E10+"
"5324","Sakura Wars: So Long, My Love","Wii","2010","Role-Playing","Ackkstudios",0.05,0.04,0,0.01,0.1,75,30,730,31,"Idea Factory","T"
"5325","Mind Zero","PSV","2013","Role-Playing","GungHo",0.05,0,0.04,0.02,0.1,59,13,600,72,"Zerodiv","T"
"5326","Rocky Balboa","PSP","2007","Sports","Ubisoft",0.01,0.09,0,0.01,0.1,58,17,660,11,"Ubisoft","T"
"5327","Gravity Games Bike: Street Vert Dirt","PS2","2002","Sports","Midway Games",0.05,0.04,0,0.01,0.1,24,12,410,27,"Midway","T"
"5328","Top Spin","PS2","2005","Sports","Take-Two Interactive",0.05,0.04,0,0.01,0.1,67,28,780,12,"Pam Development","E"
"5329","Family Feud: 2012 Edition","X360","2011","Misc","Ubisoft",0.1,0,0,0.01,0.1,47,4,530,6,"Ubisoft","E10+"
"5330","UFC: Tapout 2","XB","2003","Fighting","Capcom",0.08,0.02,0,0,0.1,66,14,730,4,"DreamFactory","T"
"5331","The Book of Unwritten Tales","PC","2009","Adventure","HMH Interactive",0,0.08,0,0.02,0.1,82,32,820,144,"KING Art","T"
"5332","The Godfather: Mob Wars","PSP","2006","Action","Electronic Arts",0.09,0,0,0.01,0.1,59,34,790,16,"Page 44 Studios","M"
"5333","Vexx","XB","2003","Platform","Acclaim Entertainment",0.08,0.02,0,0,0.1,70,21,850,10,"Acclaim","T"
"5334","F1 Career Challenge","PS2","2003","Racing","Electronic Arts",0.05,0.04,0,0.01,0.1,70,15,770,15,"Electronic Arts","E"
"5335","Pariah","XB","2005","Action","Hip Interactive",0.08,0.02,0,0,0.1,70,52,740,19,"Digital Extremes","M"
"5336","Metal Slug 3","XB","2004","Shooter","Ignition Entertainment",0.08,0.02,0,0,0.1,76,56,510,15,"SNK","T"
"5337","Sacred 3","PS3","2014","Role-Playing","Deep Silver",0.03,0.04,0.03,0.01,0.1,56,13,340,46,"Deep Silver, Keen Games","M"
"5338","Winning Eleven: Pro Evolution Soccer 2007","X360","2006","Sports","Konami Digital Entertainment",0.09,0,0,0.01,0.1,79,22,650,33,"KCET","E"
"5339","Banjo-Pilot","GBA","2005","Racing","THQ",0.07,0.03,0,0,0.1,68,22,590,9,"Rare Ltd.","E"
"5340","Gallop Racer 2006","PS2","2005","Sports","Tecmo Koei",0.02,0.02,0.06,0.01,0.1,69,15,830,8,"Tecmo","E"
"5341","Wasteland 2","PC","2015","Role-Playing","inXile Entertainment",0.03,0.06,0,0.01,0.1,81,65,730,1170,"InXile Entertainment","M"
"5342","The First Templar","X360","2011","Action","Kalypso Media",0.06,0.04,0,0.01,0.1,52,21,630,26,"Haemimont","T"
"5343","Patapon 2","PSP","2008","Misc","Sony Computer Entertainment",0,0.03,0.06,0.01,0.1,81,49,830,62,"SCE Japan Studio","E"
"5344","Frogger: Ancient Shadow","PS2","2005","Platform","Konami Digital Entertainment",0.05,0.04,0,0.01,0.1,54,17,400,5,"Hudson Soft","E"
"5345","Princess Debut","DS","2008","Misc","Cave",0.1,0,0,0.01,0.1,71,6,740,7,"Cave","E"
"5346","Pro Evolution Soccer 2014","PC","2013","Action","Konami Digital Entertainment",0,0.1,0,0.01,0.1,74,9,440,239,"Konami","E"
"5347","Metal Arms: Glitch in the System","GC","2003","Shooter","Vivendi Games",0.08,0.02,0,0,0.1,83,30,930,19,"Swingin' Ape","T"
"5348","Tom Clancy's Splinter Cell: Chaos Theory","GC","2005","Action","Ubisoft",0.08,0.02,0,0,0.1,81,28,850,15,"Ubisoft Montreal","M"
"5349","Escape From Monkey Island","PS2","2001","Adventure","LucasArts",0.05,0.04,0,0.01,0.1,84,21,820,11,"LucasArts","T"
"5350","The Lord of the Rings: Conquest","DS","2009","Action","Electronic Arts",0.09,0.01,0,0.01,0.1,61,9,780,6,"Artificial Mind and Movement","E10+"
"5351","Gretzky NHL","PSP","2005","Sports","Sony Computer Entertainment",0.1,0,0,0.01,0.1,61,23,740,10,"Page 44 Studios","E"
"5352","Dropship: United Peace Force","PS2","2002","Simulation","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,78,17,860,10,"SCEE","T"
"5353","Road Rash: Jailbreak","GBA","2003","Racing","Zoo Digital Publishing",0.07,0.03,0,0,0.1,78,15,930,23,"Magic Pockets","T"
"5354","Syberia","XB","2003","Action","Microids",0.08,0.02,0,0,0.1,72,17,700,5,"Microids","T"
"5355","Thrillville: Off the Rails","PSP","2007","Strategy","LucasArts",0.09,0,0,0.01,0.1,72,7,60,24,"Frontier Developments","E10+"
"5356","Cloudy With a Chance of Meatballs","PS3","2009","Platform","Ubisoft",0.09,0.01,0,0.01,0.1,66,9,600,5,"Ubisoft Shanghai","E"
"5357","G1 Jockey 3","PS2","2002","Sports","THQ",0.02,0.01,0.07,0,0.1,71,12,900,10,"Koei/Inis","E"
"5358","Exit DS","DS","2008","Puzzle","Square Enix",0.09,0,0.01,0.01,0.1,64,25,670,6,"Moss","E"
"5359","Riviera: The Promised Land","GBA","2004","Role-Playing","Sting",0.07,0.03,0,0,0.1,76,26,920,21,"Sting","T"
"5360","Blades of Time","X360","2012","Action","Konami Digital Entertainment",0.07,0.02,0,0.01,0.1,52,23,650,30,"Gaijin Entertainment","M"
"5361","Yggdra Union: We'll Never Fight Alone","PSP","2008","Role-Playing","Sting",0.05,0,0.04,0.01,0.1,73,17,790,18,"Sting","T"
"5362","Bujingai: The Forsaken City","PS2","2003","Fighting","505 Games",0.05,0.04,0,0.01,0.1,72,28,750,14,"Taito Corporation","T"
"5363","Universe at War: Earth Assault","X360","2008","Action","Sega",0.09,0.01,0,0.01,0.1,66,44,830,57,"Petroglyph","T"
"5364","Death By Degrees","PS2","2005","Action","Sony Computer Entertainment",0.05,0.04,0,0.01,0.1,51,45,620,24,"Namco","M"
"5365","Rome: Total War","PC","2004","Strategy","Activision",0,0.09,0,0.02,0.1,92,58,910,1050,"Creative Assembly","T"
"5366","Doom 3","PC","2004","Shooter","Activision",0.05,0.04,0,0.01,0.1,87,83,760,896,"id Software","M"
"5367","Ride","XOne","2015","Racing","Milestone S.r.l.",0.04,0.05,0,0.01,0.1,54,9,530,17,"Milestone S.r.l","E"
"5368","NASCAR The Game: Inside Line","X360","2012","Racing","Activision",0.09,0,0,0.01,0.1,72,7,340,27,"Eutechnyx","E"
"5369","JU-ON: The Grudge","Wii","2009","Action","Rising Star Games",0.07,0.01,0.01,0.01,0.1,39,32,560,34,"FeelPlus","M"
"5370","Colin McRae Rally 04","XB","2004","Racing","Codemasters",0.08,0.02,0,0,0.1,84,33,810,19,"Codemasters","E"
"5371","FIFA Street","XB","2005","Sports","Electronic Arts",0.08,0.02,0,0,0.1,60,21,800,9,"EA Canada","E"
"5372","The Sims 4: City Living","PC","2016","Simulation","Electronic Arts",0.02,0.08,0,0.01,0.1,77,10,570,30,"Maxis","T"
"5373","Hot Wheels: Stunt Track Challenge","XB","2004","Racing","THQ",0.08,0.02,0,0,0.1,63,11,620,5,"Climax Group","E"
"5374","Blitz: The League II","X360","2008","Sports","Midway Games",0.08,0.01,0,0.01,0.1,68,34,720,13,"Midway","M"
"5375","Miami Law","DS","2009","Adventure","Konami Digital Entertainment",0.09,0,0,0.01,0.1,56,14,880,4,"Hudson Entertainment","T"
"5376","Capcom vs. SNK 2 EO","XB","2003","Fighting","Capcom",0.08,0.02,0,0,0.1,80,26,870,13,"Capcom","T"
"5377","Hunter: The Reckoning","GC","2002","Action","Virgin Interactive",0.08,0.02,0,0,0.1,70,13,760,7,"High Voltage Software","M"
"5378","Baten Kaitos Origins","GC","2006","Role-Playing","Unknown",0.06,0.02,0.02,0,0.1,75,21,890,23,"Monolith Soft, Namco Bandai Games","T"
"5379","E·O·E: Eve of Extinction","PS2","2002","Fighting","Eidos Interactive",0.04,0.03,0.02,0.01,0.1,57,28,720,6,"Yuke's","T"
"5380","NHL 2004","GC","2003","Sports","Electronic Arts",0.08,0.02,0,0,0.1,85,18,840,7,"EA Sports","E"
"5381","Surf's Up","X360","2007","Sports","Ubisoft",0.09,0,0,0.01,0.1,61,15,610,9,"Ubisoft","E10+"
"5382","X-Men: The Official Game","XB","2006","Action","Activision",0.08,0.02,0,0,0.1,53,38,810,7,"Z-Axis, Ltd.","T"
"5383","RLH: Run Like Hell","PS2","2002","Shooter","Virgin Interactive",0.05,0.04,0,0.01,0.1,58,27,820,9,"Digital Mayhem","M"
"5384","Scribblenauts Unmasked: A DC Comics Adventure","WiiU","2013","Puzzle","Warner Bros. Interactive Entertainment",0.09,0,0,0.01,0.1,71,17,630,39,"5TH Cell","E10+"
"5385","The Ant Bully","PS2","2006","Platform","Midway Games",0.05,0.04,0,0.01,0.1,52,19,420,6,"Artificial Mind and Movement","E10+"
"5386","Conflict: Global Terror","XB","2005","Shooter","SCi",0.08,0.02,0,0,0.1,62,24,790,8,"Pivotal Games","M"
"5387","Monster Rancher EVO","PS2","2005","Role-Playing","Tecmo Koei",0.02,0.02,0.05,0.01,0.1,58,16,680,8,"Tecmo","E10+"
"5388","Terraria","PSV","2013","Action","Screenlife",0,0.01,0.09,0,0.1,85,17,780,112,"Engine Software","T"
"5389","The Whispered World","PC","2009","Adventure","Deep Silver",0,0.08,0,0.02,0.1,70,41,760,77,"Daedalic Entertainment","E"
"5390","Agatha Christie: The ABC Murders","DS","2009","Adventure","JoWood Productions",0.08,0.01,0,0.01,0.1,53,11,650,4,"Dreamcatcher","T"
"5391","Help Wanted: 50 Wacky Jobs","Wii","2008","Simulation","Hudson Soft",0.06,0.03,0,0.01,0.1,65,12,700,5,"Hudson Soft","E10+"
"5392","Beach Spikers: Virtua Beach Volleyball","GC","2002","Sports","Sega",0.08,0.02,0,0,0.1,76,31,810,9,"Sega AM2","E"
"5393","Draglade","DS","2007","Fighting","505 Games",0.09,0,0,0.01,0.1,71,23,750,4,"Dimps Corporation","E10+"
"5394","Scribblenauts Unmasked: A DC Comics Adventure","3DS","2013","Puzzle","Warner Bros. Interactive Entertainment",0.09,0,0,0.01,0.1,68,7,620,20,"5TH Cell","E10+"
"5395","Jade Cocoon 2","PS2","2001","Role-Playing","Ubisoft",0.05,0.04,0,0.01,0.1,76,16,780,22,"Genki","T"
"5396","Mana Khemia: Student Alliance","PSP","2008","Role-Playing","Nippon Ichi Software",0.06,0,0.03,0.01,0.1,41,19,530,37,"Gust","E10+"
"5397","Van Helsing","GBA","2004","Action","Activision",0.07,0.03,0,0,0.1,33,11,630,6,"Saffire","T"
"5398","Bee Movie Game","PS2","2007","Action","Activision",0.05,0.04,0,0.01,0.1,65,11,750,4,"Beenox","E"
"5399","Resident Evil: Revelations 2","PSV","2015","Action","Capcom",0,0.03,0.07,0.01,0.1,65,12,780,63,"Frima Studio","M"
"5400","Kelly Slater's Pro Surfer","XB","2002","Sports","Activision",0.08,0.02,0,0,0.1,80,15,800,5,"Treyarch","E"
"5401","NFL Tour","X360","2008","Sports","Electronic Arts",0.09,0,0,0.01,0.1,49,35,310,45,"EA Tiburon","E"
"5402","Harry Potter and the Deathly Hallows - Part 1","PC","2010","Action","Electronic Arts",0.08,0.02,0,0.01,0.1,37,5,410,33,"EA Bright Light","T"
"5403","Sudoku Mania","DS","2006","Puzzle","Zoo Digital Publishing",0.09,0,0,0.01,0.1,25,4,350,4,"FrontLine Studios","E"
"5404","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","PS2","2005","Platform","Global Star",0.05,0.04,0,0.01,0.1,49,9,800,11,"High Voltage Software","E10+"
"5405","Resident Evil: Revelations 2","XOne","2015","Action","Capcom",0.07,0.02,0,0.01,0.1,75,22,750,106,"Capcom","M"
"5406","The Bard's Tale","XB","2004","Role-Playing","Ubisoft",0.08,0.02,0,0,0.1,75,50,880,4,"InXile Entertainment","T"
"5407","Alien Hominid","PS2","2004","Shooter","Zoo Digital Publishing",0.05,0.04,0,0.01,0.1,78,47,830,13,"The Behemoth","T"
"5408","Myst","DS","2007","Adventure","Midway Games",0.09,0,0,0.01,0.1,43,25,350,6,"Hoplite Research","E"
"5409","nail'd","X360","2010","Racing","Deep Silver",0.08,0.02,0,0.01,0.1,64,49,710,16,"Techland","E10+"
"5410","Tom Clancy's Splinter Cell","GBA","2003","Action","Ubisoft",0.07,0.03,0,0,0.1,77,21,860,8,"Ubisoft Montreal","T"
"5411","Bullet Witch","X360","2006","Shooter","Atari",0.07,0.01,0.02,0.01,0.1,55,59,610,41,"Cavia Inc.","M"
"5412","Spider-Man: Web of Shadows","DS","2008","Action","Activision",0.09,0,0,0.01,0.1,77,12,750,14,"Griptonite Games","E10+"
"5413","Pinball Hall of Fame: The Williams Collection","3DS","2011","Misc","Crave Entertainment",0.09,0,0,0.01,0.1,67,5,730,8,"Crave","E10+"
"5414","Rolling Stone: Drum King","Wii","2009","Misc","505 Games",0.09,0,0,0.01,0.1,32,4,180,4,"505 Games","T"
"5415","NBA Ballers: Rebound","PSP","2006","Sports","Midway Games",0.09,0,0,0.01,0.1,69,17,770,7,"Backbone Entertainment","E"
"5416","Silent Scope Complete","XB","2004","Shooter","Konami Digital Entertainment",0.07,0.02,0,0,0.1,69,25,740,5,"Konami","M"
"5417","King's Field: The Ancient City","PS2","2001","Role-Playing","Metro 3D",0.05,0.04,0,0.01,0.1,60,14,850,13,"From Software","T"
"5418","Leisure Suit Larry: Box Office Bust","PS3","2009","Adventure","Codemasters",0.06,0.03,0,0.01,0.1,17,11,170,37,"Team 17","M"
"5419","Indigo Prophecy","XB","2005","Adventure","Atari",0.07,0.03,0,0,0.1,84,51,770,39,"Quantic Dream","M"
"5420","Sneakers","XB","2002","Puzzle","Microsoft Game Studios",0.07,0.02,0,0,0.1,28,13,460,8,"Media Vision","E"
"5421","NHL 2K6","X360","2005","Sports","Take-Two Interactive",0.09,0,0,0.01,0.1,75,37,610,24,"2K Sports","E10+"
"5422","X-Men: Destiny","Wii","2011","Action","Activision",0.07,0.02,0,0.01,0.1,36,10,450,15,"Silicon Knights","T"
"5423","College Hoops 2K6","XB","2005","Sports","Take-Two Interactive",0.07,0.02,0,0,0.1,82,17,920,6,"2K Sports","E"
"5424","Contact","DS","2006","Role-Playing","Rising Star Games",0.07,0,0.03,0.01,0.1,73,36,820,35,"Grasshopper Manufacture","E10+"
"5425","Harvey Birdman: Attorney at Law","PSP","2008","Adventure","Capcom",0.09,0,0,0.01,0.1,62,19,800,8,"High Voltage Software","T"
"5426","Predator: Concrete Jungle","XB","2005","Action","Vivendi Games",0.07,0.02,0,0,0.1,46,17,800,10,"Eurocom Entertainment Software","M"
"5427","Opoona","Wii","2007","Role-Playing","Tecmo Koei",0.08,0,0.01,0.01,0.1,65,33,770,14,"ArtePiazza","E10+"
"5428","Universal Studios Theme Parks Adventure","GC","2001","Misc","Kemco",0.08,0.02,0,0,0.1,39,11,290,11,"Kemco","T"
"5429","Steins;Gate","PSV","2013","Adventure","PQube",0.04,0.04,0,0.02,0.1,83,16,920,87,"5pb","M"
"5430","Rocky: Legends","XB","2004","Action","Ubisoft",0.07,0.02,0,0,0.1,67,21,520,6,"Venom Games","T"
"5431","Star Trek: Shattered Universe","PS2","2004","Simulation","Global Star",0.05,0.04,0,0.01,0.1,42,19,830,18,"Starsphere Interactive","E"
"5432","Ultra Street Fighter IV","PS4","2015","Fighting","Capcom",0,0.08,0,0.01,0.1,71,28,590,94,"Other Ocean Interactive","T"
"5433","EVE: Valkyrie","PS4","2016","Shooter","CCP",0.03,0.05,0,0.02,0.1,73,26,630,37,"CCP","T"
"5434","Dragon Ball: Evolution","PSP","2009","Fighting","Namco Bandai Games",0.09,0,0,0.01,0.1,28,16,90,50,"Dimps Corporation","T"
"5435","The Crew: Wild Run","PS4","2015","Action","Ubisoft",0,0.08,0,0.01,0.1,73,13,680,50,"Ivory Tower","T"
"5436","Natural Doctrine","PS4","2014","Role-Playing","Nippon Ichi Software",0.05,0.02,0.02,0.01,0.1,53,31,600,79,"Kadokawa","M"
"5437","NeverDead","X360","2012","Shooter","Konami Digital Entertainment",0.06,0.03,0,0.01,0.1,52,46,550,65,"Rebellion","M"
"5438","MotoGP 07","PS2","2007","Racing","Capcom",0.05,0.04,0,0.01,0.1,62,26,910,7,"Milestone","E"
"5439","Blades of Time","PS3","2012","Action","Konami Digital Entertainment",0.04,0.03,0.01,0.01,0.1,53,19,720,22,"Gaijin Entertainment","M"
"5440","Thor: God of Thunder","3DS","2011","Action","Sega",0.06,0.03,0,0.01,0.1,55,10,420,5,"Red Fly Studio","T"
